startsumma,häst,startpoäng,ålder,kön,tränare,tränarkön,tjänat_innev_år,proffs_amatör,id
31200,Federer (DK),415,4,v,Mifsud Larson (J),0,0,0,2099
31000,Soxy Lady,555,5,s,Örberg Bo (J),0,0,0,2100
31000,Mixmax,610,5,v,Carlsson Glenn (Hd),0,30000,0,2101
30900,Borups Upptåg,484,4,s,von Dabrowski Andre (J),0,25900,1,2102
30500,Kagan,605,3,h,Bergh Robert (Å),0,0,1,2103
30500,Fighter Newmen,555,3,h,Söderström Carlos (Å),0,30500,1,2104
30500,Jason Lane TB,155,9,v,Josefsson Ulf (Kr),0,0,0,2105
30500,Isarou,111,6,s,Thulin Ronny (Hd),0,500,0,2106
30200,Fary Fairytail,415,6,s,Knutsen Magnus (Å),0,0,0,2107
30100,Dear Diane,601,8,s,Albinsson Malin (Ax),1,0,0,2108
30050,Fastnäs,71,10,v,Johansson Gerhard S (Å),0,0,0,2109
30000,Gone Fishing (DK),600,3,v,Bergh Robert (Å),0,0,1,2110
30000,Power Glide,70,4,v,Stenströmer Ulf (Ax),0,5500,1,2111
30000,Danilo HB,585,5,v,Untersteiner Johan (Hd),0,25000,1,2112
30000,Charley Boorman,235,9,v,Brose Åsa (Vg),1,0,0,2113
29850,Villa Blue,543,9,v,Stenquist Niclas (Ax),0,0,1,2114
29789,Nuncia* (US),461,4,s,Henriksen Per (Å),0,500,1,2115
29500,Engai,595,5,v,Karlsson Tommy R (Kr),0,0,0,2116
29400,Fernando Fräk (DK),744,4,v,Hellman Gustav (Hd),0,18000,0,2117
29400,Oz Allegretto,294,8,v,Bengtsson Bengt-Göran (Å),0,500,0,2118
29000,Candle in the Wind,240,6,s,Eriksson Pernilla (Ax),1,0,0,2119
29000,Edibear,490,3,v,Persson Linda (Hd),1,500,0,2120
28700,Lady Amazon,222,5,s,Granlund Stefan (Kr),0,0,1,2121
28700,Francks Cooper,80,6,v,Andersson Christer (Vg),0,0,0,2122
28500,Global Branding,435,4,v,Untersteiner Johan (Hd),0,0,1,2123
28500,Le Adonai,460,4,v,Untersteiner Johan (Hd),0,0,1,2124
28300,Cedric Diggory,518,5,v,Persson Fredrik (Kr),0,500,1,2125
28200,Tjingelijokno,457,5,v,Palm Ronny (J),0,11800,1,2126
28000,Sioux Sad Song,480,4,s,Rydberg Jesper (Ax),0,0,0,2127
27950,Oseye,453,10,s,Stenkilsson Sven (J),0,0,0,2128
27500,Chiana RD,400,4,s,Dyhrberg Svend (Hd),0,14000,1,2129
27500,Hyerim Park Racing,25,4,s,Robertsson Dick (Hd),0,1500,1,2130
27300,Maggiesaari,40,5,s,Berglund Anders (Vg),0,0,0,2131
27000,Express Streamline,295,5,v,Jonsson Thomas (Kr),0,0,1,2132
27000,Dynamike Savoy,420,4,v,Untersteiner Peter (Hd),0,6800,1,2133
27000,Sweet Muscles,370,4,s,Björkqvist Jan (Ax),0,0,0,2134
27000,Exit Mauritz,265,7,h,Mauritzsson Roland (J),0,5500,0,2135
26900,Mr Klister,444,5,v,Fransson Anett (Kr),1,20900,0,2136
26800,VästerboStreetWise,518,3,v,Riordan Jerry (Hd),0,26800,1,2137
26500,Teton Aboveall,365,4,v,Hellstedt Jan (Vg),0,26500,1,2138
26500,Digital Computer,260,4,h,Samuelsson Ola (J),0,18000,1,2139
26500,Coutinho Bob,565,4,v,Bergsten Anna (Ax),1,0,0,2140
26500,Aero Saga,440,6,s,Edvinsson Carina (Kr),1,0,0,2141
26500,Simone Vox,230,4,s,Florin Mikael (Vg),0,0,0,2142
26500,Symphonic Palema,390,3,v,Svensson Linus (Ax),0,18000,0,2143
26500,Dalton,280,9,v,Vikström Cecilia (Å),1,0,0,2144
26415,Firefly Sisu,36,6,s,Bornmarker Eva (Ax),1,0,0,2145
26400,Hera du Nord,489,4,s,Nordahl Stefan (J),0,26400,0,2146
26300,Shake That Caviar,330,5,s,Dahlén Magnus (Hd),0,12500,1,2147
26000,Everöd Freja,447,6,s,Arvidsson Rune (J),0,0,0,2148
26000,Primadonna,190,4,s,Ek Anders (Ax),0,14000,0,2149
26000,Mahanaman,375,6,v,Källgren David (Vg),0,0,0,2150
25800,Darius Dante,61,10,v,Gustafsson Rolf (Vg),0,0,0,2151
25764,Galaxie du Try* (FR),550,5,s,Sövik Preben (J),0,25000,1,2152
25700,Frisco,432,4,v,Falsig Bo (Å),0,14700,1,2153
25700,Mölebos William,125,5,v,Fischer Niclas (Ax),0,2500,0,2154
25600,Lady Lakshmi,156,5,s,Gustafsson Tord (Å),0,5500,0,2155
25500,Southwind Sansa (US),405,3,s,Kolgjini Adrian (J),0,0,1,2156
25500,Prosecco,555,5,v,Balder Carina (Å),1,0,0,2157
25500,RKCountess,455,3,s,Jonsson Jenny (Kr),1,19000,0,2158
25400,Grimfrost,304,3,h,Strandäng Birgitta (Ax),1,5500,0,2159
25000,Gaie des Brumes* (FR),500,5,s,Lejon Johan (J),0,25000,1,2160
25000,Positano,550,4,v,Lövgren Joakim (J),0,0,1,2161
25000,Global Bodyguard,550,4,h,Persson Håkan K (Hd),0,25000,1,2162
25000,Come Along,550,4,v,Hagström Kim (Hd),1,25000,0,2163
24900,Famous Flame,374,3,s,Kolgjini Adrian (J),0,10500,1,2164
24800,Muscle Morique,398,3,h,Stolt Karl (Å),0,24800,0,2165
24600,Spring Season,425,7,s,Leander Malin (Ax),1,0,0,2166
24500,Felix Choice,280,5,v,Persson Christian (Å),0,6000,0,2167
24400,Byytt No Mercy,464,6,v,Sundholm Dan (Å),0,0,0,2168
24300,OMIcebreaker,179,3,v,Johansson Jan E (Kr),0,5500,0,2169
24000,Hobbit Composite,290,4,s,Hellstedt Jan (Vg),0,0,1,2170
24000,Sister Stephanie,135,6,s,Berg Björn (Vg),0,0,0,2171
24000,Prins Gunvald MM,195,5,h,Leander Malin (Ax),1,9500,0,2172
23800,Regnbågens Ronja,463,6,s,Fridh Erik (Å),0,0,0,2173
23700,Bud Boy,537,10,v,Johansson Esmeralda (Å),1,0,0,2174
23500,Aleks av JN,360,9,v,Karlsson Kaj (Hd),0,10500,0,2175
23500,Ferman Boko,111,9,v,Stenson Leif (Å),0,0,0,2176
23300,Honfleur Boko,150,7,s,Johansson Bo (Å),0,500,0,2177
23000,Allgunnens Piion,405,5,s,Johansson Christer (Kr),0,0,0,2178
23000,Asa Always Ready (CA),405,4,s,Larsen Ann Karin Ö (Å),1,18000,0,2179
23000,Lucky One,305,4,v,Tot Josip (Hd),0,6000,0,2180
22900,Cromwin (NO),144,4,v,Henriksen Per (Å),0,11400,1,2181
22900,Maestro Michel,379,4,v,Boel Eva (Hd),1,0,0,2182
22832,Intuition* (FR),328,3,s,Malmqvist Tomas (J),0,22832,1,2183
22600,Simb Lucrativo,193,9,v,Bengtsson Ingrid (Hd),1,0,1,2184
22500,Lovely Wine,400,3,h,Bergh Robert (Å),0,22500,1,2185
22500,Elektra UR,475,4,s,Lövgren Joakim (J),0,12500,1,2186
22431,Yerbas Quiz,25,6,s,Lindahl Aina (J),1,500,0,2187
22400,Happy Selfie,399,5,v,Forssell Anna (Ax),1,22400,1,2188
22400,Messi LB,309,5,v,Fagerberg Caroline (Ax),1,19900,0,2189
22400,Frozen Heart,324,4,v,Gustafsson Mikael (Ax),0,0,0,2190
22300,Västerbo Quadriga,81,9,s,Andersson Christer (Vg),1,0,0,2191
22200,Don't Let Me Down,397,5,v,Risedal Linn (Å),1,0,0,2192
22100,Lustig Palema,130,5,v,Gustafsson Kjell (Kr),0,500,0,2193
22000,Track Announcer,515,4,v,Persson David (Ax),0,1000,1,2194
22000,Bacchus Miguan,141,7,v,Brändén Stig (Kr),0,0,0,2195
22000,Burnout Bud,205,4,v,Lundgren Hans (Hd),0,0,0,2196
21800,Floalts Emmanuelle,268,5,s,Nilsson Bengt A (Hd),0,16300,0,2197
21500,Astrid Broline,315,3,s,Karlstedt Tommy (Å),0,16000,1,2198
21500,Aberdeen Face,390,3,v,Kolgjini Adrian (J),0,0,1,2199
21500,In Flagranti,535,4,v,Nilsson Lars I (J),0,0,1,2200
21500,Redrotterdam BMW,225,6,s,Good Anna (Kr),1,0,0,2201
21400,Nocco,389,4,s,von Dabrowski Andre (J),0,21400,1,2202
21000,Lemieux Boko,360,3,h,Heiskanen Veijo (Å),0,20500,1,2203
21000,Salon Sisu,385,4,s,Lindgren Marcus (Hd),0,0,1,2204
20900,Amazing Hazel,334,3,h,Untersteiner Johan (Hd),0,20900,1,2205
20665,Join's Mysak,58,8,v,Hansson Susanne (J),1,1500,0,2206
20600,Kulans Gentleman,145,6,v,Fajersson Greger (Kr),0,0,1,2207
20600,Nippon,306,4,v,Corneliusson Nina (Å),1,0,0,2208
20500,Mellby Indigo,505,4,v,Bergh Robert (Å),0,0,1,2209
20100,Giant Abbey,93,12,h,Sjöberg Peter (Kr),0,0,0,2210
20000,Bowler Day,350,3,v,Zackrisson Anders (Kr),0,20000,1,2211
20000,Denco's Rioja,300,3,s,Zukanovic Admir (Å),0,0,1,2212
20000,Woosah,350,4,v,Fredriksson Johan (Ax),0,4500,0,2213
19600,Scaino Horse,261,4,s,Svanstedt Anders (Ax),0,10500,1,2214
19500,Al Pacino,320,3,h,Kolgjini Adrian (J),0,1000,1,2215
19500,One Speedy Walk,345,4,s,Svanstedt Rickard (Ax),0,0,1,2216
19000,Teton Farfetch,340,4,v,Dalborg Thomas (Ax),0,13000,1,2217
19000,Idoanythingforlove,290,4,s,Untersteiner Peter (Hd),0,0,1,2218
18700,Donna Summer,287,3,s,Riordan Jerry (Hd),0,0,1,2219
18600,Hunter ST,285,5,v,Svensson Lennart (Vg),0,7500,0,2220
18500,Benedict Lux (IT),330,4,h,Lugauer Conrad (J),0,0,1,2221
18500,Adiagos Bella,360,4,s,Persson David (Ax),0,18500,1,2222
18500,Elegant Dilli,260,5,s,Gottfridsson Thony (Kr),0,2000,0,2223
18400,Asa Catchmeifucan (CA),259,4,v,Larsen Ann Karin Ö (Å),1,16400,0,2224
18200,Global Unbraces,75,7,s,Rixman Thord (Ax),0,0,0,2225
18000,Queenstown,305,3,s,Bergh Robert (Å),0,7500,1,2226
18000,Prins Ligus,255,5,v,Fajersson Greger (Kr),0,12000,1,2227
18000,Valborg Kvick,330,4,s,Berg Fredrik (Ax),0,17500,0,2228
17800,Kemas Lady,185,4,s,Aronsson Sofia (Ax),1,0,1,2229
17500,Kentucky Derby,275,3,s,Burman Helena (J),1,17500,1,2230
17500,Chief Lane,275,3,v,Eriksson Christoffer (J),0,17500,1,2231
17500,Global Broadway,275,4,s,Untersteiner Peter (Hd),0,0,1,2232
17200,New Heights,447,7,v,Nilsson Marianne (Å),1,0,0,2233
17000,God Holy Navy,330,6,v,Holdhaus Maria (Å),1,0,0,2234
17000,Communion (US),295,4,s,Magnusson Katarina (Å),1,0,0,2235
17000,Dats so Crazy,420,6,v,Wiberg Göran (Hd),0,0,0,2236
16700,GKPrivata,25,8,s,Svanhall Irene (Kr),1,0,0,2237
16629,Cash Nice,0,10,v,Söderberg Veronica (Ax),1,0,0,2238
16500,OMGigabyte,365,5,v,Knutsson Kent (Vg),0,0,1,2239
16500,First Euro,35,5,s,Abelson Ask Marika (Ax),1,500,0,2240
16000,I do it for You,135,6,v,Ohlsson Lillemor (Kr),1,500,0,2241
15900,Jestin Love,284,4,v,Söderholm Hans-Olof (Hd),0,0,0,2242
15800,GKBig Man,198,4,v,F Bäckstrand Louise (Kr),1,13800,0,2243
15500,Fantom Ima,205,3,h,Riordan Jerry (Hd),0,15500,1,2244
15500,Gone,305,3,s,Allercrantz Roger (J),0,15500,0,2245
15500,Best Buddy,255,4,v,Sjöberg Peter H (Hd),0,0,0,2246
15000,MTRapunzel,250,3,s,Stenströmer Ulf (Ax),0,15000,1,2247
14800,Shamrock,248,5,v,Jonsson Håkan (Hd),0,7000,0,2248
14700,Top Lloyd,217,4,v,Lindblad Conny (J),0,13700,1,2249
14500,Timotejs Karamell,245,3,s,Svanstedt Rickard (Ax),0,14500,1,2250
14500,Unique Rose,270,4,s,Nilsson Fredrik (Kr),0,8500,0,2251
14000,Bootis,540,5,v,Stenson Leif (Å),0,0,0,2252
13900,Ovation,159,4,s,André Cecilia (Å),1,0,0,2253
13900,Oberon,214,8,v,Jureit Ursula (Å),1,6000,0,2254
13500,Vaiana Gertorp,75,4,s,Andersson Tomas S (Ax),0,1000,0,2255
13500,Chanel Eden,200,8,s,Jönsson Kaj (Hd),0,0,0,2256
13134,Grant Hall (US),205,3,h,Bergh Robert (Å),0,0,1,2257
13017,Minnestads Denia,35,9,s,Wåhlin Mikael (Kr),0,0,0,2258
13000,Cameron Wake,280,4,v,Törnqvist Maria (Å),1,13000,1,2259
13000,NTT's Scarlet,155,4,s,Zukanovic Admir (Å),0,0,1,2260
13000,Mill Blues,140,5,s,Gustafsson Mikael (Ax),0,0,0,2261
12930,Chocolate Dust (DK),144,7,s,Eliasson Kenth (Å),0,0,0,2262
12900,Gigant Doc,229,7,v,Lindgren Charlotta (Ax),1,0,0,2263
12900,Ryggornas Nemo,50,9,v,Reuterberg Camilla (Å),1,0,0,2264
12800,Crossfit LB,178,4,s,Untersteiner Peter (Hd),0,6800,1,2265
12730,Ebonit OV* (CZ),454,4,v,Bianchi Riccardo (Hd),0,9250,1,2266
12500,Isenya,200,5,s,Elfstrand Mimmi (Ax),1,6500,1,2267
12500,Sourire Frö,175,3,h,Riordan Jerry (Hd),0,12500,1,2268
12400,Jameson River,149,4,h,Dahlén Magnus (Hd),0,0,1,2269
12000,Deluca,195,4,v,Johansson Emma E (Kr),1,12000,0,2270
12000,MMHot One,170,4,v,Petersson Thomas (Å),0,11000,0,2271
12000,Ekesås Santana,270,7,v,Siljelid Sören (Vg),0,1000,0,2272
11999,Bahamas Gold (NO),140,6,s,Andersson Ulrika (Hd),1,0,0,2273
11800,Havbergs Classic,168,4,v,Untersteiner Peter (Hd),0,0,1,2274
11750,Nouvelle Roy,20,12,v,Börjesson Anne (Å),1,0,0,2275
11600,Flirtin Art,245,12,v,Jensen Petra (J),1,0,0,2276
11500,Nightwatcher,140,3,v,Persson Fredrik (Kr),0,7000,1,2277
11500,Calvin Klein,140,5,h,Johansson Emma E (Kr),1,0,0,2278
11300,Fabror Melker,163,3,v,Robertsson Dick (Hd),0,0,1,2279
11000,Kavatosåfin,160,3,v,Bergh Robert (Å),0,11000,1,2280
11000,Tumble Boy,160,3,v,Jonasson Camilla (Hd),1,1000,1,2281
11000,Högosta Am,110,4,v,Gertsson Jonny (Kr),0,0,0,2282
11000,Niras Dragonfly,305,5,v,Andersson Ingela (Kr),1,0,0,2283
11000,Estelle Fame,110,4,s,Henriksson Per-Emil (Hd),0,0,0,2284
10800,Text Me Back,40,6,v,Bratell Lars (Å),0,500,0,2285
10500,Minoo Teemer,105,4,s,Zerne Isabella (Ax),1,500,0,2286
10500,Listas Die Hard,205,5,v,Jonsson Anders I (Ax),0,0,0,2287
10500,Mamsell du Mont,205,5,s,Nilsson Nils-Göran (J),0,10500,0,2288
10200,Corleone Sisu,127,9,v,Danielsson Bengt (J),0,0,0,2289
10100,Live My Life,226,9,s,Stenquist Niclas (Ax),0,0,1,2290
10000,Margarita,200,3,s,Adler Hans (Å),0,10000,1,2291
10000,Sally Laday,125,3,s,Hellkvist Bo (Ax),0,0,1,2292
10000,Pacific Rim,200,4,v,Lugauer Conrad (J),0,10000,1,2293
10000,Unique Tilly,150,4,s,Stenströmer Ulf (Ax),0,1000,1,2294
10000,Listas Baileys,200,4,s,Carlsson Erica (Å),1,9000,0,2295
10000,GKFlipping Out,400,9,v,Jonsson Jenny (Kr),1,0,0,2296
10000,Tranemo YVonne,120,7,s,Pettersson Mikael (Ax),0,0,0,2297
10000,Imperial's London,200,6,s,Rydberg Jesper (Ax),0,10000,0,2298
10000,One Two Sea,200,4,v,Södervall Henrik (J),0,0,0,2299
9900,Twixie Laday,119,6,s,Rutgersson Roland (Å),0,2000,0,2300
9800,Abina Moon,148,6,s,Andersson Jenny (J),1,9800,1,2301
9500,Devs Duke,95,4,v,van der Meer Patricia (J),1,0,1,2302
9500,Cheers to You,145,7,v,Ohlsson Lillemor (Kr),1,500,0,2303
9200,Lotos Amazing,61,7,v,F Bäckstrand Louise (Kr),1,0,0,2304
9150,Bentley Mauritz,291,11,v,Mauritzsson Roland (J),0,0,0,2305
9000,Balashi,190,4,v,Untersteiner Peter (Hd),0,9000,1,2306
9000,Bendix Miguan,135,7,v,Johansson Mikael W (Kr),0,0,0,2307
9000,SKVilda,75,6,s,Andersson Kent (Kr),0,0,0,2308
9000,Ryggornas Milla,165,10,s,Reuterberg Camilla (Å),1,0,0,2309
8919,Knight of Steel* (NL),340,4,v,Untersteiner Peter (Hd),0,0,1,2310
8900,Ultimate Face,74,5,v,Aurell Laursen Katarina (Ax),1,1000,1,2311
8600,Hispaniola Ås,136,6,s,Karlsson Michael (Vg),0,0,0,2312
8500,Mafioso Lynx,185,4,v,Untersteiner Johan (Hd),0,8500,1,2313
8500,Dillen Frost,135,5,h,Franck Hans (Vg),0,0,0,2314
8500,Valkyria GG,85,4,s,Andersson Emelie (Kr),1,0,0,2315
8500,A Perfect Lover,135,3,v,Vikström Ulrika (Hd),1,0,0,2316
8400,Tindra Töll,104,6,s,Carlsson Inge (Å),0,0,0,2317
8300,Leonardo,133,8,v,Balder Carina (Å),1,0,0,2318
8100,Curry Brodda,106,5,s,Lundquist Ida (Ti),1,0,0,2319
8000,Harry MG,105,4,v,Stenströmer Ulf (Ax),0,2000,1,2320
7800,Ängens Hero,128,4,v,Arvidsson Rune (J),0,0,0,2321
7500,Crownwind,75,5,v,Alvesparr Kate (J),1,5500,0,2322
7500,Ninja Nalan,125,6,s,Backman Morgan (Kr),0,0,0,2323
7400,Digital House,99,4,v,Klang Jan L (Å),0,7400,0,2324
7300,Drifter,123,3,h,Lövgren Joakim (J),0,0,1,2325
7000,Marlon Boko,120,3,v,Bergh Robert (Å),0,0,1,2326
7000,Pine Lane,70,4,s,Palm Ronny (J),0,500,1,2327
7000,Ottens Idol,95,3,s,Svanstedt Anders (Ax),0,7000,1,2328
7000,KGEmblezz,70,4,s,Gustafsson Kjell (Kr),0,5000,0,2329
7000,Gangster Mearas,95,5,v,Örtlund Natalie (J),1,0,0,2330
7000,Un Pastis,95,7,v,Bengtsson Maria (Hd),1,0,0,2331
7000,Lajkie BR,65,5,s,Löfkvist Clas (Kr),0,0,0,2332
7000,Winn Kee,120,5,s,Magnusson Mikael (Hd),0,6500,0,2333
7000,Quite Strong,95,4,v,Petersson Rune (Vg),0,0,0,2334
6900,Mirci A'lir,94,3,s,Bergh Robert (Å),0,0,1,2335
6900,Only Angelica OC,94,4,s,Palm Ronny (J),0,500,1,2336
6900,Imakeit,94,4,s,Carre Jonathan (Å),0,0,0,2337
6900,Mr Mythos,94,6,v,Lagerström Stefan (Kr),0,0,0,2338
6800,Imperias Juliette,118,5,s,Bergh Robert (Å),0,0,1,2339
6800,Thunder Woodland,118,3,v,Palm Ronny (J),0,0,1,2340
6800,Harambee,58,7,v,Dahlberg Kenneth (Ax),0,0,0,2341
6500,Mellby Ia,115,4,s,Bergh Robert (Å),0,0,1,2342
6500,Cemma TT,90,4,s,Persson Fredrik (Kr),0,0,1,2343
6500,Cavat Vendil,65,3,v,Strandqvist Linn (Hd),1,0,1,2344
6500,Livorno Boko,65,3,v,Törnqvist Maria (Å),1,0,1,2345
6500,Ten Penny,115,5,s,Andersson Uddeholt Lena (Kr),1,0,0,2346
6500,Kemas Timo,65,5,v,Berg Thomsen Per (Ax),0,0,0,2347
6500,Leråkers Elsa,90,4,s,Petersson Camilla (Å),1,6500,0,2348
6500,Lijona,65,4,s,Pettersson Mikael (Ax),0,0,0,2349
6500,Tiger AF,65,5,v,Widell Thomas (Ax),0,0,0,2350
6400,Super Cash,89,4,s,Burman Helena (J),1,6400,1,2351
6300,Simb Myway,83,6,s,Stjern Jan (Ax),0,0,0,2352
6000,Elena KJ,60,3,s,Bergh Robert (Å),0,6000,1,2353
6000,Barkåks Dancer,85,8,v,Engman Nathalie (Vg),1,0,0,2354
6000,Universe Broline,85,5,s,Kindeland Lars (Kr),0,0,0,2355
6000,Stepping Maine,85,3,v,Wiklund-Turén Ulla (Ax),1,0,0,2356
5900,Fantom Godiva,84,3,h,Lövgren Joakim (J),0,5900,1,2357
5900,Racing on a Lake,84,8,v,Holdhaus Maria (Å),1,0,0,2358
5600,Zeb Michael Boy,56,6,v,Johansson Esmeralda (Å),1,0,0,2359
5600,Quickrelease,56,8,s,Dahl Hammer Natacha (Ax),1,500,0,2360
5500,Hold the Line,55,4,v,Aronsson Sofia (Ax),1,0,1,2361
5500,Vikens Go Balance,80,4,s,Fellbrandt Mikael (Ax),0,5500,1,2362
5500,High on Pepper,55,3,h,Riordan Jerry (Hd),0,5500,1,2363
5500,Hobart,55,3,v,Riordan Jerry (Hd),0,5500,1,2364
5500,What a Bitch,55,3,s,Strandqvist Linn (Hd),1,5500,1,2365
5500,OMGalliano,80,5,h,von Dabrowski Andre (J),0,5500,1,2366
5500,Bugatti Veyron,80,3,v,Zackrisson Anders (Kr),0,5500,1,2367
5500,Micro Pearl,80,9,s,Eliasson Kenth (Å),0,0,0,2368
5500,Timeless,55,3,s,Berg Frida (Ax),1,5500,0,2369
5500,Ågren,80,3,h,Glans Jenny (Ax),1,0,0,2370
5500,It Wasn't Me,55,3,s,Stafström Gitte (J),1,5500,0,2371
5500,Kestrel Boko,80,4,s,Svensson Lennart (Vg),0,0,0,2372
5351,Hobby d'Urzy* (FR),80,4,v,Hollsten Henrik (Ax),0,0,0,2373
5100,Soli Symphonic,71,5,s,Ryman Christer (Ax),0,0,0,2374
5000,Fossy Streamline,50,4,s,Jonsson Thomas (Kr),0,0,1,2375
5000,Tropical Tric,50,3,s,Oscarsson Jim (Kr),0,0,1,2376
5000,Gländerfield,40,5,s,Hinterlach Gunilla (Hd),1,500,0,2377
5000,Marcelo Vieira,50,3,v,Andersson Tomas S (Ax),0,0,0,2378
5000,Fregne,50,4,s,Johansson Emma E (Kr),1,4000,0,2379
5000,Bumblebeanie,50,5,v,Jonsson Anders I (Ax),0,0,0,2380
4500,DBCooper,45,4,h,Riordan Jerry (Hd),0,4500,1,2381
4500,Doris Cord,45,4,s,Jonasson Bertil (Kr),0,0,0,2382
4500,Milles Anna,45,6,s,Prytz Pethra (Å),1,0,0,2383
4500,Fancy Touch,45,4,s,Svensson Carina S (Ax),1,0,0,2384
4300,Milvus Migrans,68,9,s,Larsson Fredrik (J),0,0,0,2385
4250,Silence WF,42,4,s,Petersson Emil (Hd),0,4250,0,2386
4100,Powerlover,41,11,v,Stenquist Niclas (Ax),0,0,1,2387
4000,Dandruff,40,3,s,Malmqvist Tomas (J),0,0,1,2388
4000,Beautiful Girl,25,6,s,Sörmlind Joakim (Kr),0,0,0,2389
3791,Apfelsaft (FR),19,11,v,Frohberg Ralf (Ax),0,0,0,2390
3600,Pointboy,36,7,v,Brose Åsa (Vg),1,0,0,2391
3500,Pancake,25,6,v,Alriksson Lennart (Kr),0,1000,0,2392
3500,Cosa Dolce,35,4,s,Berg Fredrik (Ax),0,0,0,2393
3500,Kashmir Zon,35,6,v,Borg Malin (Kr),1,0,0,2394
3300,I'm TNT,33,6,v,Lantz Åsa (Ax),1,0,0,2395
2800,Divas Madonna,28,6,s,Simander Caroline (Hd),1,0,0,2396
2500,Nicky Hall,25,4,s,Bäckström Ulf (Ax),0,2500,0,2397
2500,Evita Cash,25,5,s,Olofsson Elisabeth (Ax),1,0,0,2398
2500,Ax Sign PR,25,4,v,Olsson Jarl (J),0,0,0,2399
2102,Quita Futura,21,3,s,Malmqvist Tomas (J),0,0,1,2400
2000,Stigamo Sleipner,20,4,v,Hellkvist Bo (Ax),0,500,1,2401
2000,Primo Il Divo,20,7,v,Fridolfsson Ferry (Ax),0,0,0,2402
2000,Murray Flow,20,4,v,Gustafsson Mikael (Ax),0,2000,0,2403
2000,Giselle Quse,20,4,s,Virestedt Aron (J),0,500,0,2404
1760,Private Island,217,5,s,Månsson Evelina (Å),1,0,0,2405
1529,Let it be Steel* (NL),15,3,v,Untersteiner Peter (Hd),0,0,1,2406
1500,Happy Roger,15,6,h,Forssell Anna (Ax),1,0,1,2407
1500,Teton Specialhonor,15,4,h,Samuelsson Ola (J),0,1500,1,2408
1500,Silver Gallant,15,6,v,Andersson Robert (J),0,1000,0,2409
1500,Beau Gertorp,15,5,s,Andersson Tomas S (Ax),0,500,0,2410
1500,Bravo Trival,15,4,h,Björkqvist Jan (Ax),0,1000,0,2411
1500,Ekas Zalming,15,4,v,Johansson Håkan E (Å),0,1000,0,2412
1500,Leia Crown,15,4,s,Olofsson Elisabeth (Ax),1,500,0,2413
1031,Bee El Bode,35,9,v,Lindvall Fredrik (J),0,0,0,2414
1000,Go Kyron Go,10,5,v,Bengtsson Ingrid (Hd),1,0,1,2415
1000,Izzy Life (FR),10,3,s,Bergh Robert (Å),0,1000,1,2416
1000,Bosco Holz (IT),10,4,h,Dahlén Magnus (Hd),0,1000,1,2417
1000,Stommens Lisa,10,3,s,Linderoth Mikael Å (Å),0,1000,1,2418
1000,Rustico,10,3,h,Lövgren Joakim (J),0,1000,1,2419
1000,Bluehill's Wind* (FI),10,4,s,Untersteiner Johan (Hd),0,1000,1,2420
1000,Rey Diablo,10,4,s,Untersteiner Peter (Hd),0,0,1,2421
1000,Justaluckyday,10,6,v,Hansson Sandra (Hd),1,0,0,2422
1000,Kizunguzungu,10,5,s,Hjelmrin Johnny (Vg),0,0,0,2423
1000,Leonard Sånna,10,8,v,Jensen Niklas (Kr),0,0,0,2424
1000,Gold Winner,10,4,v,Johansson Peter (Vg),0,0,0,2425
1000,Formaggio,10,5,v,Åhlander Sofia (Å),1,0,0,2426
1000,Bauer Power Hour,10,9,v,Andersson Hans (Hd),0,0,0,2427
1000,My Bonnie Prince,10,4,v,Andersson Mats (J),0,500,0,2428
1000,Hilda Sisu,10,4,s,Edrud Catrin (Å),1,0,0,2429
1000,Eddie Shadow (DK),10,5,v,Henriksson Per-Emil (Hd),0,0,0,2430
1000,Khal,10,5,v,Lilja Ulla (J),1,0,0,2431
1000,The Alchemist,10,3,v,Lundgren Hans (Hd),0,0,0,2432
1000,Chrissies Symphony,10,4,s,Sörensen Ulrika (Ax),1,0,0,2433
1000,Caesarlo,10,7,v,Westman Leif (Ti),0,0,0,2434
938,Iskra de Sajan* (RS),109,3,s,Bianchi Riccardo (Hd),0,0,1,2435
500,Facing Life,5,4,s,Aho Mikko (Å),0,500,1,2436
500,Havanna Am,5,4,s,Andersson Jenny (J),1,0,1,2437
500,Insert de Source (BE),5,3,h,Bergh Robert (Å),0,0,1,2438
500,Iron Cadence (FR),5,3,h,Bergh Robert (Å),0,500,1,2439
500,Önas Quickstep,5,3,h,Bergh Robert (Å),0,500,1,2440
500,Kathrine SH,5,3,s,Bergh Robert (Å),0,500,1,2441
500,Ivanhoe Am,5,3,v,Bianchi Riccardo (Hd),0,500,1,2442
500,Princess Ellen,5,4,s,Crebas Hans (Ax),0,500,1,2443
500,Buick Dimanche,5,4,v,Dahlén Magnus (Hd),0,0,1,2444
500,Vincent Cheri,5,3,v,Eriksson Christoffer (J),0,0,1,2445
500,Seattle Mews,5,3,h,Granlund Stefan (Kr),0,500,1,2446
500,Lioness Boko,5,3,s,Granlund Stefan (Kr),0,500,1,2447
500,Invictus Bourbon (FR),5,3,h,Kolgjini Adrian (J),0,500,1,2448
500,Hellacopters,5,4,h,Lejon Johan (J),0,0,1,2449
500,King Knas,5,3,h,Lugauer Conrad (J),0,500,1,2450
500,Dynamite Eagra,5,3,v,Martinsson Eric (Ax),0,500,1,2451
