startsumma,häst,startpoäng,ålder,kön,tränare,tränarkön,tjänat_innev_år,proffs_amatör,id
188944,Grace Keely* (DE),2194,4,s,Riordan Jerry (Hd),0,0,1,1050
188600,Fajm Composite,1376,6,s,Hellstedt Jan (Vg),0,40500,1,1051
188600,Nille Sånna,1325,6,v,Frumerie Louise (Å),1,46000,0,1052
188500,Igor Sisu,2185,3,h,Zukanovic Admir (Å),0,500,1,1053
188500,Flash Fire,1010,5,v,Pilenberg Mikael (J),0,40500,0,1054
188400,Snobben CD,260,6,v,Untersteiner Johan (Hd),0,0,1,1055
188300,Loyaltymakestheman,350,7,v,Karlman Gunilla (J),1,0,0,1056
188187,Goodhands Ray,155,11,v,Riis Emma (J),1,2000,0,1057
188000,Forever Shadow (DK),1855,4,h,Untersteiner Peter (Hd),0,0,1,1058
187650,Lindys Diva,80,9,s,Karlsson Tobias (Ax),0,2500,0,1059
187500,Diamond League,52,8,s,Karlsson Tobias (Ax),0,0,0,1060
187400,Go All in,349,5,s,Stafström Gitte (J),1,14000,0,1061
186972,Chilli Reerstrup (DK),608,7,v,Gettermann Emilia (J),1,0,0,1062
186800,Danz of Hope (DK),153,6,s,Hermodsson Lars (J),0,8800,0,1063
186500,Skyliner,119,8,v,Lauridsen Lina (Å),1,1000,0,1064
186400,Eli Manning,186,8,v,Linderoth Mikael Å (Å),0,7600,1,1065
186150,MTJackie,213,10,s,Bradley Tommy (Kr),0,0,0,1066
186100,Springsteena,548,8,s,Nilsson Nils-Göran (J),0,0,0,1067
186000,MTOne Wish,890,5,s,Dahlén Magnus (Hd),0,13000,1,1068
186000,Maggiore,985,4,s,Lugauer Conrad (J),0,0,1,1069
186000,Quantum Yankee,385,9,v,Fagerberg Sara (Hd),1,22500,0,1070
185900,Floalts Doncorleon,70,6,v,Nilsson Bengt A (Hd),0,0,0,1071
185522,Jersey Muscles (DE),390,5,s,Henriksen Per (Å),0,34000,1,1072
185500,Posh Shopping,1205,5,s,Untersteiner Peter (Hd),0,2000,1,1073
185200,Spring Alone,335,8,s,Nilsson Nils-Göran (J),0,0,0,1074
185118,Barack,540,12,v,Johansson Alisia (Å),1,0,0,1075
184502,Lotta Roc,66,10,s,Lönn Nils-Per (Å),0,0,0,1076
184362,Golden Evasion (FR),1133,5,s,Svart Janne (Å),0,70800,0,1077
184200,Far from Over,312,6,v,Andersson Jenny (J),1,0,1,1078
183300,Ottens Filosof,305,6,v,Danielsson Håkan (Kr),0,0,1,1079
183293,Back on Line,234,9,v,Virdhage Josefine (Ax),1,9400,0,1080
183253,Stepping Stone,450,9,v,Lorentzen Jörgen (J),0,27570,1,1081
183200,Arturo Beech,2173,5,v,Lugauer Conrad (J),0,0,1,1082
183067,TheBankonBroadway* (DE),1685,4,s,Aronsson Sofia (Ax),1,77500,1,1083
182900,Paragon Hanover (US),420,4,v,Oscarsson Jim (Kr),0,12500,1,1084
182900,Donna de la Creme,115,6,s,Hönig Stephanie (Å),1,0,0,1085
182000,Yankee Bowler,330,5,v,Zackrisson Anders (Kr),0,11500,1,1086
181800,Conway Streamline,40,7,v,Stenquist Niclas (Ax),0,0,1,1087
181400,Allevil Rek (IT),902,5,h,Olsson Jacobsen Sophia (Å),1,35500,0,1088
181100,Floalts Cicciolina,55,7,s,Jonasson Camilla (Hd),1,0,1,1089
181000,Caramelle TT,1725,4,s,Persson Fredrik (Kr),0,17000,1,1090
181000,Behind Bars,1660,5,v,Untersteiner Johan (Hd),0,500,1,1091
180829,Kailua Boko,1470,4,s,Lindgren Marcus (Hd),0,76500,1,1092
180300,Moons Lille Olle,1149,5,v,Knutsson Kent (Vg),0,0,1,1093
180000,Body Milk,210,5,s,Theander Anders (J),0,0,0,1094
178666,Coutinho,819,5,v,van der Meer Patricia (J),1,39900,1,1095
178400,Go All Night (US),1032,6,v,Falsig Bo (Å),0,0,1,1096
177721,Dimanche Mearas,76,8,s,Forssell Anna (Ax),1,0,1,1097
177700,Lucky Wind,604,6,s,Crebas Hans (Ax),0,19000,1,1098
177700,Miracle Gift,1328,9,v,Ludvigsson Amy (J),1,41000,0,1099
177619,Nocturnally,335,4,v,Lorentzen Jörgen (J),0,500,1,1100
176850,Vikens Gozo,25,8,v,Bergsten Anna (Ax),1,0,0,1101
176580,Horizon du Gers (FR),340,4,v,Bergh Robert (Å),0,21580,1,1102
176400,Aloha Chip,1299,5,v,Bergh Robert (Å),0,5900,1,1103
176300,Teton Nikkis Man,303,5,v,Samuelsson Ola (J),0,20300,1,1104
176300,Do it Joker,25,10,v,Kindeland Lars (Kr),0,0,0,1105
176236,Move It,447,9,v,Persson Ann-Margreth (J),1,0,0,1106
176000,Ninia's Boy,665,6,v,Eriksson Christoffer (J),0,0,1,1107
176000,Bravo Sabotage,1755,5,v,Samuelsson Ola (J),0,51000,1,1108
176000,Draupner,1855,4,h,Untersteiner Johan (Hd),0,110500,1,1109
175850,Cochise,268,10,v,Melchior Jörgen (Ax),0,12800,0,1110
175300,Sotfire,35,11,v,Gustafsson Pontus (Å),0,0,0,1111
175200,Alfas Kennedy,25,6,v,Lövgren Joakim (J),0,1000,1,1112
175000,Christer Palema,800,4,v,Hedberg Pär (Ax),0,0,1,1113
174700,Frascati Boko,170,9,v,Hultgren Anders (Ax),0,500,0,1114
174700,Silpinge Igor,435,9,v,Håkansson Bengt (Ti),0,0,0,1115
174341,Fabulous Ixi,505,9,v,Schillström Anders (Hd),0,15500,0,1116
173700,Livi Online,322,5,s,Kristersson Sara (Ax),1,0,0,1117
173686,Joule VS* (DE),719,5,v,Aronsson Sofia (Ax),1,500,1,1118
173530,Seventh Heaven,1955,3,s,Eriksson Christoffer (J),0,25000,1,1119
173200,Marcel P,430,6,v,Aichhorn Cecilia (Å),1,500,0,1120
172846,Rainman Eson,111,14,v,Andersson Hans (Hd),0,0,0,1121
172700,Voyager West,915,4,v,Zackrisson Anders (Kr),0,500,1,1122
172700,The Black Girl,962,10,s,Oscarsson Björn (Å),0,0,0,1123
172500,Estreet Simoni,1035,5,h,Svanstedt Rickard (Ax),0,0,1,1124
172073,Imail Occagnes (NL),111,6,v,Svelander Carl-Erik (Hd),0,500,0,1125
172000,Bravo Tessla,1520,4,s,Untersteiner Johan (Hd),0,77000,1,1126
172000,Global Boom,1215,4,v,Untersteiner Johan (Hd),0,500,1,1127
171900,Quarcio Ducal,135,6,v,Carlsson Glenn (Hd),0,1000,0,1128
171900,Secondary Stall,370,5,v,Tovek Linda (Hd),1,0,0,1129
171700,King Moneyfee,74,7,v,Malmqvist Roger (J),0,0,1,1130
171500,Our Pleasure,2315,4,v,Untersteiner Peter (Hd),0,0,1,1131
171300,Clear As Mud,773,4,s,Martinsson Eric (Ax),0,35500,1,1132
171200,Mellby Howlit,403,5,v,Gingsjö Ronja (J),1,0,0,1133
171000,Savoy,1580,5,v,Jonsson Thomas (Kr),0,0,1,1134
171000,Dennis K,920,4,v,Persson Fredrik (Kr),0,30500,1,1135
171000,Woodbury Wine,1935,4,s,Untersteiner Peter (Hd),0,40000,1,1136
171000,Quantum Catch,206,11,v,Larsson Evelina (Kr),1,500,0,1137
170800,Nice and Quick,283,5,v,Widegren Dan (Hd),0,0,1,1138
170800,Giannini,25,5,s,Linbäcke Lova (Kr),1,1000,0,1139
170700,Aroshi,1128,4,v,Bergh Robert (Å),0,63300,1,1140
170000,Kirsi Boko,1365,4,s,Untersteiner Peter (Hd),0,0,1,1141
170000,Imani,1015,5,v,Svart Janne (Å),0,39000,0,1142
169700,Unbalanced,545,8,s,Johansson Rolf (Ax),0,16000,1,1143
169700,Sixten RP,304,5,v,Hedström Karin (Ax),1,0,0,1144
169532,Hataar First (FI),131,13,v,Kyllönen Markku (Ax),0,0,0,1145
169500,Foreign Rain,1150,4,v,Bergh Robert (Å),0,0,1,1146
169500,Moonlight Lini,175,9,v,Wiklund-Turén Ulla (Ax),1,4000,0,1147
169200,Niras Donatello,640,5,v,Johansson Johanna (Kr),1,29000,0,1148
168900,Papa Crowe,1260,5,v,Schillström Anders (Hd),0,106000,0,1149
168800,Linares,251,5,v,Göransson Carl-Otto (Hd),0,0,1,1150
168409,Envy Secret* (DK),582,5,s,Uhrberg Thomas (J),0,6163,1,1151
168320,Kondor Dream (DE),1680,4,v,Fyhr Linda (Hd),1,52500,0,1152
168100,Gubben Noak,40,7,v,Nilsson Bengt A (Hd),0,3000,0,1153
167700,Twist Lane,365,7,v,Borg Malin (Kr),1,0,0,1154
167500,Made for Heaven,564,6,s,Källgren David (Vg),0,0,0,1155
167100,Mizita Sound,416,4,s,Lövgren Joakim (J),0,0,1,1156
166800,Bo Allegretto,70,11,v,Bengtsson Bengt-Göran (Å),0,0,0,1157
166650,Havbergs Photo,265,5,v,Bertilsson Sören (J),0,1000,0,1158
166347,Ada Delle Selve (IT),541,5,s,Palm Ronny (J),0,0,1,1159
166000,Protector Tile,425,4,v,Eriksson Christoffer (J),0,0,1,1160
166000,A Cash Machine,1115,4,s,Oscarsson Jim (Kr),0,0,1,1161
166000,Stella Follo,25,5,s,Andersson Thilda (Hd),1,1000,0,1162
165900,Idol,250,11,v,Karlsson Daniel (Å),0,0,0,1163
165800,Ups Face,373,5,v,Nilsson Lars I (J),0,6400,1,1164
165210,Dark Angel Avenue,1076,5,v,Fiore Christian (Hd),0,52600,1,1165
165200,Diamond Mearas,590,8,s,Brindeborg Lars (Hd),0,8500,1,1166
165177,Oya,749,10,s,Lennqvist Louise (J),1,0,0,1167
165153,Iyan Stardust* (NL),585,6,v,Crebas Hans (Ax),0,18000,1,1168
164950,Quarz,361,12,v,Simander Caroline (Hd),1,0,0,1169
164500,Trix for Free (US),1320,4,v,Oscarsson Jim (Kr),0,35500,1,1170
164400,Ufos Wilda,198,10,s,Jakobsson Jonna (Hd),1,500,0,1171
164100,Livi Mermaid,151,7,s,Sandin Elisabeth (Ax),1,2000,1,1172
164000,Up New Moon,1063,5,s,Martinsson Eric (Ax),0,6500,1,1173
163900,Zoreen,25,5,s,Harnell Malin (Ax),1,2000,0,1174
163831,Coumba*,670,4,s,Eriksson Christoffer (J),0,30500,1,1175
163817,Galaad Smiling (FR),904,5,v,Lorentzen Jörgen (J),0,2500,1,1176
163600,Hug Me Boko,335,7,s,Forssell Anna (Ax),1,0,1,1177
163600,Super Alice,474,6,s,Haglund Anne (J),1,29900,0,1178
163000,Victory of Life,830,4,s,Oscarsson Jim (Kr),0,0,1,1179
163000,Rado SW,580,5,v,Johansson Karl (Hd),0,1000,0,1180
162950,Super XFactor,40,10,v,Johansson Håkan E (Å),0,1000,0,1181
162500,Go Peppergirl,1360,4,s,Riordan Jerry (Hd),0,0,1,1182
162500,That's it,1905,4,v,Svensson Claes (Vg),0,0,1,1183
162300,Wasted Time Ås,143,5,v,Robertsson Dick (Hd),0,0,1,1184
162300,Holens Aquavit,25,6,v,Dellsjö Annika (Vg),1,0,0,1185
162124,Fia (FR),40,6,s,Aho Mikko (Å),0,4000,1,1186
162000,Lyssum,401,6,s,Svensson Claes (Vg),0,0,1,1187
161800,Masse CD,136,12,v,Stenquist Niclas (Ax),0,0,1,1188
161200,Quantum Tanqueray,40,10,v,Svensson Lennart (Vg),0,4000,0,1189
161000,Bold Action,720,6,v,Åhlander Sofia (Å),1,33000,0,1190
160900,Hot Hot Hot,400,7,v,Lindgren Lise Lotte (Å),1,36400,0,1191
160500,Mahiki Beach,2430,4,s,Eklundh André (Å),0,0,1,1192
159950,Quantum Tic Tac,507,11,v,Törnberg Ann-Charlotte (Vg),1,0,0,1193
159900,Ståhlebos Mums,639,6,v,Ståhlebo Bengt (Hd),0,36400,0,1194
159600,Vulnerable Face,1069,4,v,Kolgjini Adrian (J),0,21400,1,1195
159500,Global Beware,1985,4,v,Untersteiner Johan (Hd),0,0,1,1196
159500,Nymo,229,6,v,Pettersson Stefan (Ax),0,17400,0,1197
159450,Bunny Follo,149,6,s,Andersson Thilda (Hd),1,500,0,1198
159448,Nelli Mindy,392,7,s,Svedin Sofie (Hd),1,0,0,1199
159200,KATapult,95,6,v,Johansson Jan E (Kr),0,7500,0,1200
159200,A Gogo Girl,215,6,s,Karlsson Madelene (Å),1,4000,0,1201
159000,Enorm Då,1003,6,v,Bengtsson Ingrid (Hd),1,0,1,1202
158900,Osborn Trot,504,6,v,Bergström Ulf (J),0,11000,0,1203
158400,Queen Neo,294,6,s,Karlsson Tommy R (Kr),0,12900,0,1204
158100,Jarreau Boko,625,5,v,Svensson Lennart (Vg),0,58400,0,1205
157989,Ka Ching Bros* (DE),1380,4,s,Lugauer Conrad (J),0,37500,1,1206
157500,Larry Wood,1800,3,h,Lövgren Joakim (J),0,25500,1,1207
157500,Al's Boozy Suzy,2375,3,s,Lubrano Giuseppe (Å),0,157500,0,1208
157398,Aron NL (NL),140,14,v,Granlund Stefan (Kr),0,0,1,1209
156800,Cervix Am,160,9,s,Lindblad Conny (J),0,0,1,1210
156800,Forest Man,419,8,v,Larelius Bo (Hd),0,16400,0,1211
156417,Ichiro de Joudes (FR),1703,3,h,Malmqvist Tomas (J),0,119765,1,1212
156200,Easy Copi,244,7,s,Ludvigsson Amy (J),1,0,0,1213
155950,Isla Jet* (FR),2158,3,s,Malmqvist Tomas (J),0,155950,1,1214
155900,Dalton CS,610,8,v,Jonsson Catrin (Å),1,0,0,1215
155800,Allegro Brick,65,9,v,Andersson Robin (Ax),0,500,0,1216
155700,Boston Bore,184,6,s,Borekull Ulf (Å),0,13400,0,1217
155500,Silver Fashion,693,7,v,Andersson Robert (J),0,0,0,1218
155409,Venturesome (US),989,3,v,Bergh Robert (Å),0,53900,1,1219
155400,Victory Highness,649,5,v,Brindeborg Lars (Hd),0,16400,1,1220
155400,Ruth Halbak,165,6,s,Haglund Veronica (Hd),1,0,0,1221
154800,Never Stop,55,6,s,Andersson Robin (Ax),0,500,0,1222
154700,I'm Just a Jade,25,10,v,Aichhorn Cecilia (Å),1,500,0,1223
154400,Ola Islet,1244,5,v,Falsig Bo (Å),0,16400,1,1224
154000,Girlluggage Racing,597,5,s,Lavon Marita (Hd),1,0,0,1225
153700,In the Closet,95,6,v,Sjöström Christin (Kr),0,500,0,1226
153500,Photograph,40,6,s,Lövgren Joakim (J),0,0,1,1227
153400,Baby Boy,1160,4,v,Bergh Robert (Å),0,88500,1,1228
153300,Irruta Boko,998,6,v,Fellbrandt Mikael (Ax),0,15900,1,1229
152983,Juicy Lucy,163,10,s,Wiktorsson Christer (J),0,0,0,1230
152719,Gowin Ixi,66,10,s,Gotthardzon Agneta (Hd),1,0,0,1231
152700,Petite Håleryd,1315,7,s,Samuelsson Ola (J),0,0,1,1232
152400,Borga Inkasso,149,8,s,Malmqvist Roger (J),0,12400,1,1233
152400,La Diva,540,6,s,Tot Josip (Hd),0,20500,0,1234
152100,Ego Sisu,1418,7,v,Johansson Emma E (Kr),1,68800,0,1235
152100,Chip Dream,70,7,s,Svensson Lennart (Vg),0,1000,0,1236
151600,End of the Line,125,7,s,Nilsson Benny J L (Kr),0,0,0,1237
151540,Dontgiveup Mauritz,25,12,v,Mauritzsson Roland (J),0,0,0,1238
151422,Zeru Font (IT),524,6,h,Fyhr Linda (Hd),1,500,0,1239
151200,Spotlight Vixi,237,5,v,van der Meer Patricia (J),1,1000,1,1240
150700,Honeybee Frö,305,4,s,Riordan Jerry (Hd),0,0,1,1241
150250,Stig Brodde,985,9,v,Öhman Mats (J),0,48000,0,1242
150100,Jaffa Maxim,55,8,s,Hammarsand Josefine (Ax),1,5500,0,1243
150050,Vekas Goldwing,25,9,v,Gudmundsson Rune (Hd),0,0,0,1244
150002,Ready Häggenäs,2200,4,v,Nordström Per (J),0,110000,1,1245
150000,Chivas LI,1060,5,v,Martinsson Eric (Ax),0,4500,1,1246
149900,Bon Natal,40,9,v,Björklund Hanna (J),1,3000,0,1247
149900,Turbolenna,260,9,s,Bolin Andersson Ann (Vg),1,0,0,1248
149031,FromHeaven Idzarda (DE),1230,5,v,Henriksen Per (Å),0,63000,1,1249
149000,Zacapa US (US),2225,4,h,Burman Helena (J),1,81000,1,1250
148800,Walkofshame,557,5,s,Kerttu Robert A (Hd),0,31700,0,1251
148700,Leona Smile,81,10,s,Gottfridsson Thony (Kr),0,0,0,1252
148700,Dadou,486,8,v,Svarén Ann-Christin (Å),1,0,0,1253
148600,Big Leg Emma,133,10,s,Renström Caroline (Ax),1,0,0,1254
148450,GKDesigned Dream,40,9,s,Löfkvist Clas (Kr),0,1000,0,1255
148400,Global Underwriter,333,7,v,Ericsson Sofie (Hd),1,12300,0,1256
148300,Stepping Love,185,9,v,Fajersson Greger (Kr),0,500,1,1257
148000,Spider GG,30,5,s,Holmquist Emma (Kr),1,500,0,1258
147900,Mill Zorn,1342,7,v,Aurell Laursen Katarina (Ax),1,0,1,1259
147859,Jeopardy (DE),1773,4,s,Lugauer Conrad (J),0,0,1,1260
147800,Indra Silas,603,5,s,Persson Fredrik (Kr),0,7300,1,1261
147500,Resplendent,855,8,s,Strandqvist Linn (Hd),1,46900,1,1262
147400,Versace Broline,1910,4,h,Lövgren Joakim (J),0,17500,1,1263
147350,Eaja Composite,837,7,v,Hellstedt Jan (Vg),0,0,1,1264
147000,Best in Show As (IT),750,4,s,Untersteiner Johan (Hd),0,0,1,1265
146900,Unacerveza Broline,704,5,v,Untersteiner Johan (Hd),0,500,1,1266
146608,DDDajm,60,9,v,Borg Malin (Kr),1,0,0,1267
146100,Carlos Halbak (DK),560,7,v,Bergman Marcus (J),0,6000,0,1268
146000,Hello it's Me,534,5,s,Engström Görel (Kr),1,28900,0,1269
145758,Chartbooker,189,8,v,von Dabrowski Andre (J),0,1000,1,1270
145300,Ekebo Caf,159,10,v,Karlsson Michael (Vg),0,0,0,1271
145000,Incredible Smart (NL),475,6,s,Dalborg Thomas (Ax),0,0,1,1272
145000,Tour Possession,625,5,v,Engblom Raoul (Ax),0,30500,1,1273
145000,Breidabliks Kahlua,2200,4,s,Lugauer Conrad (J),0,115000,1,1274
145000,Alea Iacta Est,125,7,s,Jensen Niklas (Kr),0,0,0,1275
144534,Gangster* (DE),720,5,h,van der Meer Patricia (J),1,500,1,1276
144500,Taittinger,1610,4,s,Lindgren Marcus (Hd),0,62500,1,1277
144445,Gerben* (DE),2407,4,v,Crebas Hans (Ax),0,30000,1,1278
144400,Front View,30,8,v,Thor Sören (Ax),0,0,0,1279
143500,Sri Laksmi,630,6,s,Persson Beata (Å),1,0,0,1280
143400,Playit Flax,460,6,v,Johansson Johanna (Kr),1,7500,0,1281
143100,Benedictus Rich,25,13,v,Johansson Alf (Å),0,0,0,1282
142500,No One Like You,80,8,v,Olofsson Elisabeth (Ax),1,7000,0,1283
142400,Teton York,105,7,v,Andersson Emelie (Kr),1,0,0,1284
141856,Gypsy Eyes* (DE),858,4,s,Lövgren Joakim (J),0,39000,1,1285
141800,Love Runs Out,270,6,v,Rosenberg Maria (Kr),1,0,0,1286
141300,Henri Sisu (NO),1058,4,h,Uhrberg Thomas (J),0,16400,1,1287
141300,Single Barrel,240,10,h,Flink Jan E (Ax),0,0,0,1288
140900,Frozen Sisu,224,6,s,Karlman Gunilla (J),1,0,0,1289
140550,Karolin BT,55,10,s,Johansson Mikael (J),0,0,0,1290
140500,La Reine Nalan,25,8,s,Gustafsson Roger (Kr),0,0,0,1291
140400,Bella Follo,589,4,s,Untersteiner Peter (Hd),0,500,1,1292
140000,Barbaro As (IT),2170,4,v,Arnqvist Peter (Hd),0,22000,0,1293
139574,AUViktoria,96,9,s,Unkuri Antti (J),0,0,0,1294
139400,Greenstream,110,8,s,Sjöberg Krister (Ti),0,0,0,1295
139200,Cerokko M (DK),40,7,v,Håkansson Christine (Hd),1,3000,0,1296
139100,Erik Youknow,168,5,v,Svensson Håkan P (Hd),0,5400,0,1297
139013,Finogo Pointer,500,8,v,Rogell Anna (J),1,0,0,1298
139009,Namur,1119,6,v,Werder Stephanie J (J),1,37500,0,1299
138800,Giovetsi,730,8,v,Kjellén Mats (Ax),0,13000,0,1300
138765,Apollo Rek (IT),1726,5,v,Svensson Claes (Vg),0,15575,1,1301
138600,Hi D,231,4,s,Widegren Dan (Hd),0,0,1,1302
138500,Jimmy Arthur,795,5,v,Bergh Robert (Å),0,0,1,1303
138500,Floalts Clouseau,314,7,v,Nilsson Bengt K (Hd),0,11400,0,1304
138400,Jåkupp Erik,717,5,v,Persson Håkan K (Hd),0,30200,1,1305
138000,Boss Design (DE),427,5,v,Samuelsson Ola (J),0,18400,1,1306
137500,Glacier,230,5,v,Årman Jeanet (Ax),1,0,0,1307
137300,Penny Lane TB,250,10,s,Josefsson Ulf (Kr),0,0,0,1308
137150,Caxie Royale,295,10,v,Lindström Marie (Ax),1,1000,0,1309
137000,Maximilian Marcesi,55,7,v,André Cecilia (Å),1,2500,0,1310
136900,Rockabilly Rebel,40,9,v,Holmgren Reijno (Ax),0,3000,0,1311
136600,Mayfair Amok,115,5,s,Bergh Robert (Å),0,0,1,1312
136528,Beckham* (IT),1075,4,h,Fiore Christian (Hd),0,50000,1,1313
136500,Lucy Tilia,1455,5,s,Engblom Raoul (Ax),0,55000,1,1314
136500,Halo Am,2165,4,h,Riordan Jerry (Hd),0,0,1,1315
136500,Express Lime,1065,5,v,Untersteiner Peter (Hd),0,0,1,1316
136400,Tuffe Stingson,25,10,v,Stenkilsson Sven (J),0,0,0,1317
136300,Stepping Photo,138,5,v,Martinsson Eric (Ax),0,8300,1,1318
136300,Spencer Bob,985,4,s,Axelsson Stefan (Kr),0,8500,0,1319
136300,Il Vole,235,6,v,Olsson Jarl (J),0,1000,0,1320
136050,Princess CS,446,5,s,Börjesson Manne (Å),0,0,0,1321
135500,Chang,1175,4,v,Törnqvist Maria (Å),1,57500,1,1322
135500,Dynamic Twister,2450,4,v,Untersteiner Johan (Hd),0,0,1,1323
134900,Allyhills Vici,240,7,v,Nilsson Annika (Kr),1,0,0,1324
134800,Son Hugo Pellini,823,4,v,Untersteiner Peter (Hd),0,42300,1,1325
134600,Red Pond Phoenix,451,7,v,Johansson Emma E (Kr),1,0,0,1326
134500,June Seven,1660,6,s,Andersson Linda (Å),1,0,0,1327
134200,Attackbollen GG,464,6,s,Eriksson Kjell (Kr),0,29300,0,1328
134200,Navas,80,7,v,Larsson Evelina (Kr),1,6500,0,1329
134000,In Love Silas,420,5,s,Persson Fredrik (Kr),0,1000,1,1330
134000,Rejah,390,8,s,Persson Fredrik (Kr),0,0,1,1331
133645,Black Caviar (FI),115,7,v,Aho Mikko (Å),0,11000,1,1332
133600,Art of Diamond,880,7,s,Ivehag Josefine (Ax),1,7000,0,1333
133500,Woudstra,1475,4,v,Eklundh André (Å),0,0,1,1334
133500,Word for Word,35,7,s,Kajrup Anna (J),1,0,0,1335
133000,Hazard In,535,5,v,Bergh Robert (Å),0,10500,1,1336
132934,Glory Marancourt (FR),408,5,s,Lorentzen Jörgen (J),0,22800,1,1337
132900,Bonfire Lady,124,6,s,Karlsson Tommy R (Kr),0,0,0,1338
132900,MTKazina,595,9,s,Pettersson Peter (Ax),0,500,0,1339
132900,Iolit,140,7,s,Stenson Unni (Å),0,4000,0,1340
132800,Borups Jelzin,25,14,v,Jönsson Rolf (J),0,0,0,1341
132501,Speeda Då,59,7,s,Bengtsson Sonja (J),1,0,0,1342
132300,Thinking about You,209,8,v,Andersson Peter U (Hd),0,2100,0,1343
132200,Mon's Sirocco,200,6,s,Almsgård Roine (Vg),0,500,0,1344
132000,Gina Lollobrigida,1600,4,s,Stenströmer Ulf (Ax),0,90000,1,1345
131600,Song Lloyd,689,5,v,Lindblad Conny (J),0,39400,1,1346
131400,Blue Frontline,685,5,s,Johansson-Stake Sonja (Ax),1,33500,1,1347
131365,Gulliver Sisu,925,5,v,Örtlund Natalie (J),1,50000,0,1348
130900,Mr Brilliant,1785,4,v,Bergh Robert (Å),0,0,1,1349
130850,One More Countach,299,11,v,Rylander Jill (Ax),1,0,0,1350
130800,TJ,790,6,v,Söderström Carlos (Å),0,6500,1,1351
130300,Billy Muscles,1134,9,v,Edsberger Håkan (Å),0,52900,0,1352
129972,GlobalShowbusiness,172,9,s,Lennqvist Louise (J),1,0,0,1353
129600,Cheva Gertorp,85,6,v,Andersson Tomas S (Ax),0,1000,0,1354
129500,Dame de Tailleur,1320,4,s,Oscarsson Jim (Kr),0,0,1,1355
129500,Justina,80,8,s,Bendz Roy (Hd),0,7000,0,1356
129000,Goodlookin' Pepper,985,4,v,Törnqvist Maria (Å),1,10500,1,1357
128900,Carlos Lucky,25,8,s,Gottfridsson Christian (Kr),0,0,0,1358
128900,Sverkets Hustler,35,10,v,Höglund Jan (Å),0,0,0,1359
128800,Cosmic Photo,25,5,v,Bergh Robert (Å),0,1500,1,1360
128200,Moons UBolt,443,5,v,Knutsson Kent (Vg),0,15300,1,1361
128100,The Caveman,737,8,v,Söderstjerna Anette (J),1,0,0,1362
128000,Vogue Face,1010,4,h,Kolgjini Adrian (J),0,0,1,1363
128000,Dixie Dick,248,5,v,Madsen Thomas (Kr),0,1500,1,1364
128000,Lady Jewel,143,7,s,Blixt Jan Åke (Å),0,11800,0,1365
127700,Gao K,1144,5,v,Henriksson Per-Emil (Hd),0,53500,0,1366
127602,Global Unknown,800,7,v,Forssell Anna (Ax),1,0,1,1367
127550,Edit Lixarve,70,8,s,Good Anna (Kr),1,0,0,1368
127500,Go Go River,355,7,s,Johansson Alisia (Å),1,0,0,1369
127400,Yankee Doodle,379,10,v,Årman Jeanet (Ax),1,7900,0,1370
127376,Travel MS,183,14,v,Nilsson Knut (J),0,0,0,1371
127050,Gaagaa Rivner,480,5,s,Untersteiner Peter (Hd),0,0,1,1372
127000,Global Best Lover (NO),1185,4,h,Lövgren Joakim (J),0,13000,1,1373
126900,Hannibal Face (FR),454,4,h,Kolgjini Adrian (J),0,22400,1,1374
126900,Mai Tai,130,7,s,Jonsson Håkan (Hd),0,0,0,1375
126600,Staro Merlin,459,6,v,Forsberg Carolina (Ax),1,35900,0,1376
126279,Bucintoro RL* (IT),1862,4,v,Örtlund Natalie (J),1,0,0,1377
126250,Zack Roni,117,13,v,Nilsson Roger S (J),0,0,0,1378
126050,Ja Devann,245,8,v,Svarén Ann-Christin (Å),1,15000,0,1379
126000,Manstone Two U,1455,4,s,Eklundh André (Å),0,2000,1,1380
126000,Halifax Mearas,1125,4,v,Stenströmer Ulf (Ax),0,0,1,1381
125500,Udde Face,128,5,v,Karlstedt Tommy (Å),0,10300,1,1382
125500,Icecream In,2005,4,s,Untersteiner Johan (Hd),0,0,1,1383
125000,Lexington Zon,600,5,v,Untersteiner Peter (Hd),0,10000,1,1384
124900,A Matter of Time,239,7,s,Dellsjö Marcus (Vg),0,0,0,1385
124872,Hivar de Celland* (FR),1233,4,h,Malmqvist Tomas (J),0,0,1,1386
124400,Västerbo Bankir,1335,4,v,Bergh Robert (Å),0,0,1,1387
124400,Big Hug,547,5,v,Norberg Sören (J),0,0,0,1388
124000,Källna Igor,136,9,v,Sahlg-Fromell Monica (J),1,0,0,1389
123800,Warrego Flow,343,6,v,Gustafsson Mikael (Ax),0,500,0,1390
123500,Wingait Henke,2535,4,v,Persson Håkan K (Hd),0,43500,1,1391
123500,Nashy Håleryd,2030,4,s,Untersteiner Johan (Hd),0,0,1,1392
123500,United Töll,620,5,v,Djerf Anders (Å),0,0,0,1393
123500,Hodder,655,7,v,Nordström Madeleine (Hd),1,0,0,1394
123500,Just Perfect T,794,7,v,Tervahauta Peter (Hd),0,0,0,1395
123400,Good as Solo,70,14,v,Åkerman Christel (J),1,500,0,1396
123100,Sweet Eloise,536,5,s,Lindgren Marcus (Hd),0,6000,1,1397
123000,Västerbo Tramp,1730,5,h,Lugauer Conrad (J),0,42500,1,1398
122900,Solicious,559,5,s,Haglund Veronica (Hd),1,8900,0,1399
